110,OLEO,Deoleo,Madrid,Consumer Non-Cyclicals,Food & Tobacco,€110.50M,-8.5x,0.06,€0.22,0.9%
111,TUR,Tubos Reunid,Madrid,Basic Materials,Metals & Mining,€109.89M,2x,0.07,€0.64,1.1%
112,NTH,Naturhouse Health SA,Madrid,Consumer Cyclicals,Specialty Retailers,€109.41M,9.8x,0.55,€1.83,-1.1%
113,ORY,Oryzon Genomics,Madrid,Healthcare,Biotechnology & Medical Research,€109.14M,-28x,1.91,€1.74,-0.2%
114,UMBG,BME:USI,Madrid,Industrials,Construction & Engineering,€106.26M,,0.01,€4.96,
115,YTAN,Tander Inversiones SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€103.95M,94.6x,-1.41,€12.20,0%
116,NXTE,Nueva Expresion,Madrid,Consumer Cyclicals,Textiles & Apparel,€103.23M,-7.2x,,€0.30,-1%
117,YMRE,Meridia RE III,Madrid,Real Estate,Residential & Commercial REITs,€103.05M,-39.3x,0.38,€0.84,0%
118,SCBYT,Bytetravel,Madrid,,,€95.95M,,,€3.20,0%
119,YENT,Entre Cua Socimi,Madrid,Real Estate,Residential & Commercial REITs,€93.94M,81.9x,-3.21,€1.72,0%
120,YGOP,Gop Properties,Madrid,Real Estate,Real Estate Operations,€90.56M,21.4x,-0.48,€15.20,0%
121,VOC,Vocento,Madrid,Consumer Cyclicals,Media & Publishing,€90.31M,57.7x,0.37,€0.76,1.6%
122,YVCP,Veracruz Socimi,Madrid,Real Estate,Residential & Commercial REITs,€87.43M,27.3x,1.49,€31.60,0%
123,ETC,Energy Solar Tech,Madrid,Utilities,Electrical Utilities & IPPs,€85.43M,30.3x,3.15,€3.20,-0.6%
124,NEA,Nicolas Correa,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€82.66M,7.8x,0.48,€6.78,0.3%
125,AGIL,Agile Content SA,Madrid,Technology,Software & IT Services,€80.04M,"3,480x",35.37,€3.46,0.6%
126,GIGAH,Gigas Hosting SA,Madrid,Technology,Telecommunications Services,€80M,-14.3x,0.57,€6.90,0%
127,EZEN,Grupo Ezentis SA,Madrid,Industrials,Construction & Engineering,€78.35M,0.4x,0,€0.17,1.2%
128,YJSS,JSS RE,Madrid,,,€77.56M,16.1x,,€8.60,0%
129,APG,Axon Partners,Madrid,Financials,Investment Banking & Investment Services,€76.96M,18.2x,,€14.50,0%
130,LGT,Lingotes,Madrid,Basic Materials,Metals & Mining,€74.40M,23.8x,-0.62,€7.44,0%
131,MAKS,Making Science,Madrid,Consumer Cyclicals,Media & Publishing,€72.23M,-8.9x,,€8.20,0%
132,YMIL,MilePro Logistica Ultima Milla,Madrid,,,€65.26M,,,€27.20,0%
133,YHSP,Hispanotels Inversiones SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€65.22M,10.3x,0.64,€5.80,-0.9%
134,BAINS,Borges Agricultural,Madrid,Consumer Non-Cyclicals,Food & Tobacco,€65.18M,3.1x,-0.02,€2.82,0%
135,SCORS,Optimum Re Spain,Madrid,Real Estate,Residential & Commercial REITs,€64.63M,16.2x,0.06,€13,0%
136,YTRA,Trajano Iberia Socimi SA,Madrid,Real Estate,Residential & Commercial REITs,€63.73M,31.5x,-0.5,€4.50,0%
137,PAR,Parlem Telecom Companyia de Telecomunicacions,Madrid,Technology,Telecommunications Services,€61.68M,-13.4x,-0.39,€3.30,0%
138,YARP,Arrienda Rental,Madrid,Real Estate,Residential & Commercial REITs,€58.82M,35.3x,2.73,€2.92,0%
139,CLRE,Clerhp Estructuras,Madrid,Industrials,Construction & Engineering,€56.03M,67.7x,-1.4,€3.91,1.6%
140,NBIB,NBI Bearings Europe,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€55.44M,26.3x,,€4.54,1.8%
141,PANGO,Pangaea Oncology,Madrid,Healthcare,Biotechnology & Medical Research,€53.96M,-11.6x,0.16,€1.79,0%
