84,034220,LG Display,Seoul,Technology,Electronic Equipment & Parts,₩5.54T,-2.3x,-0.04,"₩11,370",2.6%
85,051905,LG Household Pref,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩5.25T,46.3x,-0.99,"₩151,100",0.9%
86,051900,LG Household & Healthcare,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩5.25T,46.3x,-0.99,"₩339,500",0.7%
87,088980,Macq Kor Infr,Seoul,Financials,Collective Investments,₩5.21T,15x,-5.57,"₩11,910",-0.4%
88,161390,Hankook Tire,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩5.21T,7.1x,0.12,"₩43,100",0.9%
89,251270,Netmarble Games,Seoul,Technology,Software & IT Services,₩5.18T,-21.8x,-0.32,"₩58,500",-7.4%
90,010120,LS Electric,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩5.16T,31x,0.18,"₩180,000",2.3%
91,028050,Samsung Engineering,Seoul,Industrials,Construction & Engineering,₩5.14T,,,"₩26,250",0.2%
92,443060,HD Hyundai Marine Solution,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩4.97T,36.8x,0.82,"₩112,700",0.7%
93,009830,Hanwha Solutions,Seoul,Energy,Renewable Energy,₩4.82T,-6.1x,0.02,"₩28,250",0.5%
94,009835,Hanwha Chemical Pref,Seoul,Energy,Renewable Energy,₩4.82T,-6.1x,0.02,"₩22,350",-0.7%
95,005945,Nh Inv,Seoul,Financials,Investment Banking & Investment Services,₩4.59T,7.4x,0.14,"₩11,850",0.3%
96,005940,NH Invest,Seoul,Financials,Investment Banking & Investment Services,₩4.59T,8.5x,0.14,"₩13,420",0.4%
97,302440,SK Bioscience Co,Seoul,Healthcare,Pharmaceuticals,₩4.46T,163.1x,-2.6,"₩58,600",0.9%
98,079550,LIG Nex1 Co Ltd,Seoul,Industrials,Aerospace & Defense,₩4.46T,29.6x,1.01,"₩206,500",1%
99,010620,Hyundai Mipo Dockyard,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩4.39T,-26.3x,0.02,"₩109,800",-0.2%
100,180640,Hanjinkal,Seoul,Industrials,Passenger Transportation Services,₩4.38T,10.1x,-0.32,"₩66,200",0.6%
101,021240,Coway,Seoul,Consumer Cyclicals,Household Goods,₩4.37T,8.3x,1.52,"₩61,700",2.5%
102,029780,Samsung Card,Seoul,Financials,Banking Services,₩4.36T,6.9x,1.19,"₩41,150",0.7%
103,454910,Doosan Robotics,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩4.31T,-316.5x,-21.73,"₩68,600",3.2%
104,078930,GS Holdings,Seoul,Utilities,Electrical Utilities & IPPs,₩4.28T,3.2x,-0.09,"₩45,650",0.9%
105,078935,GS Holdings,Seoul,Utilities,Electrical Utilities & IPPs,₩4.28T,3.2x,-0.09,"₩42,700",-0.4%
106,011790,SKC,Seoul,Basic Materials,Chemicals,₩4.21T,-19x,2.07,"₩124,300",0.3%
107,032640,LG Uplus,Seoul,Technology,Telecommunications Services,₩4.15T,6.8x,-1.03,"₩9,670",0.1%
108,307950,Hyundai Autoever,Seoul,Technology,Software & IT Services,₩4.14T,33.7x,9.62,"₩159,100",5.4%
109,006800,Mirae Asset Daewoo,Seoul,Financials,Investment Banking & Investment Services,₩4.09T,33.2x,-0.36,"₩8,050",1.8%
110,006805,Mirae Asset Daewoo Co,Seoul,Financials,Investment Banking & Investment Services,₩4.09T,33.2x,-0.36,"₩4,140",0.4%
111,00680K,Mirae Asset Daewoo Pref,Seoul,Financials,Investment Banking & Investment Services,₩4.09T,33.2x,-0.36,"₩3,850",0.3%
112,022100,Posco ICT,Seoul,Technology,Software & IT Services,₩4.08T,56.2x,0.69,"₩27,050",0.7%
113,036460,Kogas,Seoul,Utilities,Natural Gas Utilities,₩4.07T,-7.2x,0.04,"₩50,100",5.6%
114,003230,Sam Yang Foods,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩4.06T,36.1x,0.25,"₩553,000",1.5%
115,462870,Shift Up,Seoul,,,₩4.04T,21.5x,,"₩63,300",-9%
116,071055,Korea Investment Holdings Co,Seoul,Financials,Investment Banking & Investment Services,₩4.01T,,4.86,"₩50,400",1.1%
117,071050,Korea Investment Holdings,Seoul,Financials,Investment Banking & Investment Services,₩4.01T,,4.86,"₩71,900",1.8%
118,241560,Doosan Bobcat Inc,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩4.01T,5.1x,0.19,"₩40,700",1.5%
119,016360,Samsung Securities,Seoul,Financials,Investment Banking & Investment Services,₩3.96T,7.4x,1.51,"₩44,950",1.5%
120,348370,EnChem,KOSDAQ,Basic Materials,Chemicals,₩3.85T,-9.2x,0.01,"₩212,000",14.6%
121,036570,NCsoft Corp,Seoul,Technology,Software & IT Services,₩3.82T,,-0.58,"₩183,500",-2.3%
122,005070,Cosmoam&T,Seoul,Basic Materials,Chemicals,₩3.72T,"-3,416.1x",,"₩114,900",0.4%
123,272210,Hanwha,Seoul,Industrials,Aerospace & Defense,₩3.67T,10.6x,0.14,"₩19,460",-0.8%
124,001045,Cj,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩3.65T,18.6x,0.26,"₩60,600",5.4%
125,001040,CJ Corp,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩3.65T,18.6x,0.26,"₩130,600",11.8%
126,00104K,CJ Corp,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩3.65T,18.6x,,"₩93,100",8%
127,271560,Orion,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩3.62T,9.6x,12.63,"₩90,900",-0.9%
128,128940,Hanmi Pharm Co,Seoul,Healthcare,Pharmaceuticals,₩3.61T,26.4x,0.46,"₩289,500",1.8%
129,011170,Lotte Chemical Corp,Seoul,Basic Materials,Chemicals,₩3.52T,-16.8x,0.04,"₩82,700",-0.1%
130,001570,Kumyang,Seoul,Basic Materials,Chemicals,₩3.49T,-64.8x,0.64,"₩59,800",-0.8%
131,000725,Hyundai Engineering & Construction Co,Seoul,Industrials,Construction & Engineering,₩3.48T,6.5x,0.13,"₩46,950",-0.1%
132,000720,Hyundai Engineering & Const,Seoul,Industrials,Construction & Engineering,₩3.48T,7.2x,0.13,"₩30,800",0%
133,000250,Sam Chun Dang Pharm,KOSDAQ,Healthcare,Pharmaceuticals,₩3.44T,-334.2x,1.23,"₩166,800",10.2%
134,039490,Kiwoom,Seoul,Financials,Investment Banking & Investment Services,₩3.44T,9.1x,-0.24,"₩134,400",5.4%
135,004020,Hyundai Steel,Seoul,Basic Materials,Metals & Mining,₩3.41T,8.3x,-0.19,"₩25,950",0%
136,011785,Kumho Petro Chemical Co,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩3.33T,12.5x,-0.18,"₩63,200",-0.2%
137,011780,Kumho Petro Chemical,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩3.33T,9.8x,-0.18,"₩132,400",-1.9%
138,141080,LigaChem Biosciences,KOSDAQ,Healthcare,Biotechnology & Medical Research,₩3.3T,-57.7x,-5.55,"₩91,000",0.4%
139,377300,KakaoPay,Seoul,Technology,Financial Technology (Fintech) & Infrastructure,₩3.24T,"1,492.1x",-34.98,"₩23,950",-0.6%
140,058470,Leeno Industrial,KOSDAQ,Technology,Semiconductors & Semiconductor Equipment,₩3.2T,152.6x,,"₩222,000",5%
141,068760,Celltrion Pharm,KOSDAQ,Healthcare,Pharmaceuticals,₩3.19T,187.6x,,"₩75,300",-2.3%
142,006260,LS Corp,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩3.13T,7.3x,-0.16,"₩117,800",3.3%
143,138930,BNK Financial Group,Seoul,Financials,Banking Services,₩3.13T,4.6x,-0.3,"₩9,540",-2.3%
144,066970,L&F,Seoul,Basic Materials,Chemicals,₩3.09T,-15.9x,0.04,"₩93,400",1.5%
145,214150,Classys Inc,KOSDAQ,Healthcare,Healthcare Equipment & Supplies,₩3.04T,44.2x,50.14,"₩48,850",3%
146,035250,Kangwon Land,Seoul,Consumer Cyclicals,Hotels & Entertainment Services,₩2.94T,,0.18,"₩14,610",0.8%
147,145020,Hugel,KOSDAQ,Healthcare,Pharmaceuticals,₩2.9T,26.6x,0.41,"₩271,500",2.8%
148,263750,PearlAbyss,KOSDAQ,Technology,Software & IT Services,₩2.79T,185.9x,0.96,"₩44,850",-1.1%
149,112610,CS Wind Corp,Seoul,Energy,Renewable Energy,₩2.77T,-97.1x,0.35,"₩66,800",0%
150,001450,Hyundai Mar&Fi,Seoul,Financials,Insurance,₩2.74T,3.6x,-0.1,"₩34,200",-2.2%
151,175330,Jb Financial,Seoul,Financials,Banking Services,₩2.74T,4.9x,-12.33,"₩14,410",0.9%
152,052690,KEPCO Eng & Const,Seoul,Industrials,Construction & Engineering,₩2.68T,89.3x,5.76,"₩70,400",-0.1%
153,298040,Hyosung Heavy Industries,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩2.67T,29.8x,0.02,"₩312,500",8.9%
154,277810,Rainbow Robotics,KOSDAQ,Technology,Electronic Equipment & Parts,₩2.59T,-273x,-5.15,"₩135,400",1.5%
155,081660,Fila Holdings,Seoul,Consumer Cyclicals,Specialty Retailers,₩2.55T,57.3x,-0.56,"₩42,650",0.5%
156,007660,Isupetasys,Seoul,Technology,Semiconductors & Semiconductor Equipment,₩2.55T,66x,-0.95,"₩45,000",11.8%
