87,1322,Al Masane Al Kobra Mining,Saudi Arabia,Basic Materials,Metals & Mining,SAR 5.70B,53.7x,-2.4,SAR 63.40,0.2%
88,3050,spcc,Saudi Arabia,Basic Materials,Construction Materials,SAR 4.99B,23.7x,-1.18,SAR 35.65,1.4%
89,7200,Al Moammar Info,Saudi Arabia,Technology,Software & IT Services,SAR 4.98B,127.3x,-1.72,SAR 172.60,3.6%
90,4050,SASCO,Saudi Arabia,Energy,Oil & Gas,SAR 4.89B,46.6x,0.56,SAR 69.90,9.9%
91,4310,KEC,Saudi Arabia,Real Estate,Real Estate Operations,SAR 4.75B,-65.1x,0.16,SAR 14.14,1.3%
92,9526,Jahez International,Saudi Arabia,Technology,Software & IT Services,SAR 4.56B,44x,0.33,SAR 22.20,0.2%
93,7204,Perfect Presentation for,Saudi Arabia,,,SAR 4.51B,27.8x,1.99,SAR 14.96,-0.5%
94,4150,ARDCO,Saudi Arabia,Real Estate,Real Estate Operations,SAR 4.50B,12.5x,0.12,SAR 25.35,1.2%
95,1321,East Pipes Integrated,Saudi Arabia,Basic Materials,Metals & Mining,SAR 4.42B,12.4x,0.03,SAR 145.40,3.6%
96,4262,Lumi Rental,Saudi Arabia,Industrials,Passenger Transportation Services,SAR 4.41B,29.1x,-15.5,SAR 81.70,1.9%
97,8313,Rasan Information Tech,Saudi Arabia,,,SAR 4.24B,106.6x,,SAR 55.10,-1.6%
98,2284,Modern Mills Company SJSC,Saudi Arabia,,,SAR 3.89B,21.2x,,SAR 48.10,1.3%
99,3060,YCC,Saudi Arabia,Basic Materials,Construction Materials,SAR 3.81B,29x,-0.74,SAR 24.18,0%
100,1834,Saudi Manpower Solutions,Saudi Arabia,Industrials,Professional & Commercial Services,SAR 3.71B,22.1x,2.05,SAR 9.27,0%
101,2283,First Milling,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 3.69B,17.5x,-0.75,SAR 67.10,0.4%
102,2070,SPIMACO,Saudi Arabia,Healthcare,Pharmaceuticals,SAR 3.49B,-106x,-1.04,SAR 29.10,1.8%
103,1202,Middle East Paper Co,Saudi Arabia,Basic Materials,Paper & Forest Products,SAR 3.39B,-30.5x,0.24,SAR 39.10,0.3%
104,1320,SSP,Saudi Arabia,Basic Materials,Metals & Mining,SAR 3.27B,17.3x,0.28,SAR 64.60,1.7%
105,4292,Ataa,Saudi Arabia,Academic & Educational Services,Professional & Business Education,SAR 3.22B,35.3x,1.69,SAR 76.20,-0.3%
106,3092,Riyadh Cement,Saudi Arabia,Basic Materials,Construction Materials,SAR 3.11B,15.7x,-0.98,SAR 26.15,1%
107,1831,Maharah for HR,Saudi Arabia,Industrials,Professional & Commercial Services,SAR 3.06B,25x,-4.91,SAR 6.77,-0.6%
108,4261,Theeb Rent a Car Company SJSC,Saudi Arabia,Industrials,Passenger Transportation Services,SAR 3B,20.5x,-0.76,SAR 72,3.3%
109,2190,Sustained Infra Holding,Saudi Arabia,Industrials,Transport Infrastructure,SAR 2.90B,145.3x,-1.92,SAR 35.60,-0.8%
