136,DOV1V,Dovre Group Plc,Helsinki,Industrials,Professional & Commercial Services,€36.79M,9.2x,-0.38,€0.35,3%
137,NETUM,Netum Group Oyj,Helsinki,Technology,Software & IT Services,€36.63M,-30.2x,0.06,€2.86,-1.4%
138,MERUS,Merus Power Oyj,Helsinki,Energy,Renewable Energy,€36.59M,-40.5x,0.09,€4.78,0.2%
139,VINCIT,Vincit Group,Helsinki,Technology,Software & IT Services,€36.43M,-7.8x,0.04,€2.20,0.9%
140,DUELL,Duell Oyj,Helsinki,Consumer Cyclicals,Automobiles & Auto Parts,€36.43M,-1.3x,0.03,€0.04,1.4%
141,ADMIN,Administer Oy,Helsinki,Consumer Non-Cyclicals,Personal & Household Products & Services,€35.88M,-9x,0.02,€2.74,9.6%
142,EXL1V,Exel Composites,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€34.35M,-0.5x,0,€0.32,8.4%
143,AALLON,Aallon,Helsinki,Industrials,Professional & Commercial Services,€34.07M,17.6x,0.28,€8.60,-1.2%
144,SOLWERS,Solwers Oyj,Helsinki,Industrials,Construction & Engineering,€34.01M,12.1x,-0.68,€3.34,-1.8%
145,SPRING,Springvest Oyj,Helsinki,Financials,Investment Banking & Investment Services,€33.98M,93.1x,-2.12,€6.40,4.9%
146,INVEST,Investors House,Helsinki,Real Estate,Real Estate Operations,€33.61M,4.7x,0.13,€5.28,-1.9%
147,ROBIT,Robit Oyj,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€33.61M,69.1x,0.57,€1.59,1.9%
148,OVARO,Ovaro Kiinteistosijoitus,Helsinki,Real Estate,Real Estate Operations,€33.28M,11.9x,0.02,€3.98,-1.2%
149,BIOBV,Biohit Oyj B,Helsinki,Technology,Office Equipment,€32.62M,19.7x,0.37,€2.15,-0.9%
150,SAGCV,Saga Furs Oyj C,Helsinki,Consumer Cyclicals,Textiles & Apparel,€32.36M,8.8x,-0.26,€9.15,3.4%
151,INDERES,Inderes Oyj,Helsinki,Financials,Investment Banking & Investment Services,€32.32M,396x,,€18.85,0.3%
152,EEZY,Eezy,Helsinki,Industrials,Professional & Commercial Services,€32.06M,-640x,7.35,€1.28,-0.4%
153,MERIH,Meriaura Oyj,Helsinki,Utilities,Electrical Utilities & IPPs,€31.90M,-129.8x,-1.14,€0.04,0.5%
154,KHG,KH Group,Helsinki,Financials,Investment Banking & Investment Services,€31.48M,-2.9x,0.07,€0.54,-1.8%
155,HRTIS,Herantis Pharma Oyj,Helsinki,Healthcare,Biotechnology & Medical Research,€31.25M,96.9x,1,€1.55,8.4%
156,CTH1V,Componenta Oyj,Helsinki,Basic Materials,Metals & Mining,€29.43M,-16.1x,0.06,€3.03,4.1%
157,ALISA,Alisa Pankki Oyj,Helsinki,Financials,Banking Services,€26.50M,-8.5x,-0.24,€0.18,3.8%
158,FONDIA,Fondia,Helsinki,Industrials,Professional & Commercial Services,€25.67M,19.2x,-1.15,€6.80,3.8%
159,TULAV,Tulikivi Oyj A,Helsinki,Consumer Cyclicals,Household Goods,€25.33M,8.1x,-0.18,€0.42,3.7%
160,PARTNE1,Partnera Oyj,Helsinki,Industrials,Professional & Commercial Services,€24.59M,-28.6x,-0.39,€0.68,0%
161,SOSI1,Sotkamo Silver AB,Helsinki,Basic Materials,Metals & Mining,€24.32M,-17.2x,-0.36,€0.09,0.8%
162,WITTED,Witted Megacorp Oyj,Helsinki,Technology,Software & IT Services,€24.20M,-20.4x,,€1.66,6.1%
163,FIFAX,FIFAX Abp,Helsinki,Consumer Non-Cyclicals,Food & Tobacco,€23.93M,-1.2x,-0.08,€0.29,-9.7%
164,BETOLAR,Betolar Oyj,Helsinki,Basic Materials,Construction Materials,€23.72M,-2x,0.18,€1.22,0.8%
165,HEEROS,Heeros,Helsinki,Technology,Software & IT Services,€21.02M,28.2x,0.08,€3.92,-1%
